1981,1,67.147,18.093,7.1763,12.635
1981,2,20.069,21.617,9.4653,15.541
1981,3,84.963,24.89,12.78,18.835
1981,4,2.4777,34.075,18.121,26.098
1981,5,12.986,38.433,23.348,30.891
1981,6,26.768,39.945,25.995,32.97
1981,7,250.74,33.217,26.271,29.744
1981,8,86.45,33.597,26.055,29.826
1981,9,42.042,33.971,23.598,28.785
1981,10,2.5657,31.152,16.451,23.801
1981,11,115.87,24.286,11.797,18.041
1981,12,1.3369,20.957,6.0749,13.516
1982,1,55.667,18.844,6.5002,12.672
1982,2,32.04,18.529,7.724,13.126
1982,3,128.7,22.364,11.414,16.889
1982,4,45.602,31.278,17.192,24.235
1982,5,49.668,34.265,20.786,27.525
1982,6,24.464,38.48,25.487,31.983
1982,7,133.31,36.463,27.034,31.748
1982,8,201.34,32.689,25.683,29.186
1982,9,18.084,34.022,22.782,28.402
1982,10,9.0955,31.169,17.982,24.576
1982,11,8.6553,25.204,12.292,18.748
1982,12,23.776,20.48,7.8566,14.168
1983,1,92.555,17.954,5.9291,11.942
1983,2,28.743,19.857,7.9575,13.907
1983,3,41.863,25.075,11.56,18.318
1983,4,94.929,29.177,15.793,22.485
1983,5,51.09,34.888,21.242,28.065
1983,6,23.712,37.807,24.709,31.258
1983,7,165.69,34.09,25.859,29.974
1983,8,231.75,32.594,25.81,29.202
1983,9,101.68,32.904,24.294,28.599
1983,10,19.36,30.4,16.842,23.621
1983,11,0.12321,25.937,10.592,18.265
1983,12,3.24,20.746,6.8295,13.788
1984,1,7.76,18.606,4.4091,11.507
1984,2,72.261,19.707,6.4487,13.078
1984,3,21.6,28.833,13.974,21.403
1984,4,6.9789,33.842,18.403,26.122
1984,5,2.8546,41.372,24.378,32.875
1984,6,51.422,38.388,27.706,33.047
1984,7,234.88,33.335,25.609,29.472
1984,8,201.88,32.945,26.081,29.513
1984,9,107.86,31.488,22.276,26.882
1984,10,1.1475,31.217,15.879,23.548
1984,11,6.3899,25.562,10.851,18.207
1984,12,4.044,20.864,6.7253,13.795
1985,1,13.077,18.687,6.3609,12.524
1985,2,4.1989,23.565,7.8205,15.693
1985,3,6.751,30.208,14.126,22.167
1985,4,17.26,34.17,18.756,26.463
1985,5,7.9004,39.842,23.061,31.451
1985,6,44.265,39.103,26.277,32.69
1985,7,311.22,33.061,25.746,29.404
1985,8,248.38,32.807,25.855,29.331
1985,9,61.488,32.96,23.716,28.338
1985,10,53.766,29.725,17.217,23.471
1985,11,0.81149,25.812,11.748,18.78
1985,12,41.739,20.993,8.9328,14.963
1986,1,3.8844,18.991,5.3501,12.17
1986,2,39.634,20.455,8.1172,14.286
1986,3,32.918,25.933,12.406,19.169
1986,4,15.287,33.305,17.529,25.417
1986,5,31.381,36.132,20.645,28.388
1986,6,84.721,38.049,25.839,31.944
1986,7,177.32,32.995,25.682,29.339
1986,8,184.68,32.841,25.381,29.111
1986,9,61.076,33.044,22.808,27.926
1986,10,28.382,30.04,17.499,23.769
1986,11,18.259,26.042,12.676,19.359
1986,12,12.072,19.233,6.7875,13.01
1987,1,36.957,19.693,6.7162,13.205
1987,2,30.674,22.631,9.9323,16.282
1987,3,29.472,26.663,13.631,20.147
1987,4,14.493,34.125,18.482,26.304
1987,5,105.59,33.493,20.189,26.841
1987,6,38.868,39.237,25.667,32.452
1987,7,68.898,37.678,27.213,32.445
1987,8,116.19,34.762,26.4,30.581
1987,9,32.726,35.05,24.492,29.771
1987,10,46.124,31.858,18.322,25.09
1987,11,0.52287,27.173,11.244,19.209
1987,12,4.2403,21.742,7.2822,14.512
1988,1,12.117,20.048,7.1563,13.602
1988,2,26.058,22.859,8.7895,15.824
1988,3,56.947,26.211,12.6,19.405
1988,4,4.4132,35.751,19.286,27.519
1988,5,5.273,40.891,24.106,32.498
1988,6,39.511,39.007,26.628,32.817
1988,7,388.51,32.613,26.304,29.459
1988,8,250.95,32.349,25.576,28.962
1988,9,427.43,32.313,23.819,28.066
1988,10,2.2344,30.973,17.332,24.152
1988,11,0.52475,26.182,12.311,19.246
1988,12,40.198,20.998,8.0418,14.52
1989,1,71.91,17.843,5.5213,11.682
1989,2,7.4886,20.805,7.2618,14.033
1989,3,29.613,26.194,12.454,19.324
1989,4,2.9052,32.473,16.06,24.266
1989,5,8.3556,38.56,22.11,30.335
1989,6,39.956,37.207,25.271,31.239
1989,7,210.39,34.291,26.142,30.216
1989,8,191.88,32.414,24.979,28.696
1989,9,37.071,33.285,23.411,28.348
1989,10,1.4977,32.14,17.151,24.645
1989,11,18.265,25.77,11.886,18.828
1989,12,25.303,19.54,7.7193,13.629
1990,1,4.908,20.398,7.8645,14.131
1990,2,62.002,20.023,9.3053,14.664
1990,3,50.007,24.514,11.488,18.001
1990,4,4.4163,33.343,17.416,25.38
1990,5,17.818,37.968,23.532,30.75
1990,6,24.675,39.181,26.732,32.956
1990,7,251.58,32.818,25.696,29.257
1990,8,223.36,32.567,25.612,29.089
1990,9,220.44,32.28,24.003,28.141
1990,10,3.4165,30.502,17.091,23.796
1990,11,6.4412,26.588,12.2,19.394
1990,12,48.645,20.864,7.4302,14.147
1991,1,3.2159,18.348,5.5044,11.926
1991,2,45.04,21.207,8.9451,15.076
1991,3,25.101,26.323,12.855,19.589
1991,4,24.215,31.834,16.945,24.389
1991,5,10.06,37.923,22.507,30.215
1991,6,64.836,37.945,25.889,31.917
1991,7,126.49,36.354,27.565,31.959
1991,8,196.4,33.229,25.972,29.601
1991,9,91.965,33.155,23.856,28.506
1991,10,2.9394,31.397,16.467,23.932
1991,11,0.77311,25.523,11.439,18.481
1991,12,39.318,20.741,8.3565,14.549
1992,1,63.297,18.785,7.4122,13.098
1992,2,41.704,19.871,7.7337,13.802
1992,3,22.853,25.813,12.552,19.183
1992,4,2.9793,32.986,17.709,25.347
1992,5,11.025,36.985,21.559,29.272
1992,6,28.393,39.062,25.986,32.524
1992,7,179.08,33.579,25.809,29.694
1992,8,216.41,32.147,25.519,28.833
1992,9,73.758,32.172,22.976,27.574
1992,10,4.1242,31.105,17.4,24.252
1992,11,23.034,25.751,11.957,18.854
1992,12,2.3283,21.883,8.1913,15.037
1993,1,22.541,17.94,6.0686,12.004
1993,2,18.49,23.447,10.162,16.804
1993,3,55.094,24.707,11.322,18.014
1993,4,8.8579,34.05,17.889,25.97
1993,5,12.33,39.724,23.726,31.725
1993,6,36.551,38.87,26.306,32.588
1993,7,396.04,33.327,25.714,29.521
1993,8,51.412,34.93,26.432,30.681
1993,9,132.68,31.701,23.242,27.472
1993,10,1.2569,31.968,16.842,24.405
1993,11,3.9101,26.588,12.209,19.399
1993,12,2.5482,22.365,7.0215,14.693
1994,1,39.468,19.643,7.524,13.584
1994,2,30.534,20.76,8.1313,14.446
1994,3,6.3417,28.816,13.92,21.368
1994,4,12.327,32.162,16.81,24.486
1994,5,10.139,38.679,22.941,30.81
1994,6,37.837,39.378,26.499,32.938
1994,7,254.13,32.961,26.035,29.498
